President,Start Date,End Date,Approving,Disapproving,Unsure/NoData
,06/02/2009,06/04/2009,62,31,7
,06/01/2009,06/03/2009,63,30,7
,05/31/2009,06/02/2009,63,29,8
,05/30/2009,06/01/2009,64,30,6
,05/29/2009,05/31/2009,62,30,8
,05/28/2009,05/30/2009,63,30,7
,05/27/2009,05/29/2009,62,30,8
,05/26/2009,05/28/2009,64,29,7
,05/24/2009,05/27/2009,64,30,6
,05/23/2009,05/26/2009,65,28,7
,05/22/2009,05/24/2009,64,27,9
,05/21/2009,05/23/2009,64,27,9
,05/20/2009,05/22/2009,62,28,10
,05/19/2009,05/21/2009,64,30,6
,05/18/2009,05/20/2009,64,29,7
,05/17/2009,05/19/2009,65,29,6
,05/16/2009,05/18/2009,63,29,8
,05/15/2009,05/17/2009,64,28,8
,05/14/2009,05/16/2009,63,30,7
,05/13/2009,05/15/2009,65,28,7
,05/12/2009,05/14/2009,63,29,8
,05/11/2009,05/13/2009,64,28,8
,05/10/2009,05/12/2009,64,29,7
,05/09/2009,05/11/2009,65,29,6
,05/08/2009,05/10/2009,66,27,7
,05/07/2009,05/09/2009,66,28,6
,05/06/2009,05/08/2009,66,28,6
,05/05/2009,05/07/2009,66,28,6
,05/04/2009,05/06/2009,67,26,7
,05/03/2009,05/05/2009,66,27,7
,05/02/2009,05/04/2009,67,27,6
,05/01/2009,05/03/2009,67,27,6
,04/30/2009,05/02/2009,68,26,6
,04/29/2009,05/01/2009,67,28,5
,04/28/2009,04/30/2009,65,29,6
,04/27/2009,04/29/2009,63,31,6
,04/26/2009,04/28/2009,63,31,6
,04/25/2009,04/27/2009,63,31,6
,04/24/2009,04/26/2009,65,29,6
,04/23/2009,04/25/2009,65,29,6
,04/22/2009,04/24/2009,66,27,7
,04/21/2009,04/23/2009,65,28,7
,04/20/2009,04/22/2009,65,29,6
,04/19/2009,04/21/2009,64,28,8
,04/18/2009,04/20/2009,63,28,9
,04/17/2009,04/19/2009,63,28,9
,04/16/2009,04/18/2009,62,29,9
,04/15/2009,04/17/2009,61,31,8
,04/14/2009,04/16/2009,62,30,8
,04/13/2009,04/15/2009,62,30,8
,04/11/2009,04/14/2009,63,28,9
,04/10/2009,04/13/2009,62,29,9
,04/09/2009,04/11/2009,63,28,9
,04/08/2009,04/10/2009,62,28,10
,04/07/2009,04/09/2009,60,28,12
,04/06/2009,04/08/2009,59,29,12
,04/05/2009,04/07/2009,60,28,12
,04/04/2009,04/06/2009,61,28,11
,04/03/2009,04/05/2009,61,27,12
,04/02/2009,04/04/2009,62,27,11
,04/01/2009,04/03/2009,63,27,10
,03/31/2009,04/02/2009,62,28,10
,03/30/2009,04/01/2009,61,29,10
,03/29/2009,03/31/2009,60,29,11
,03/28/2009,03/30/2009,59,30,11
,03/27/2009,03/29/2009,60,30,10
,03/26/2009,03/28/2009,60,31,9
,03/25/2009,03/27/2009,62,29,9
,03/24/2009,03/26/2009,62,27,11
,03/23/2009,03/25/2009,62,29,9
,03/22/2009,03/24/2009,63,27,10
,03/21/2009,03/23/2009,63,27,10
,03/20/2009,03/22/2009,65,26,9
,03/19/2009,03/21/2009,65,26,9
,03/18/2009,03/20/2009,64,26,10
,03/17/2009,03/19/2009,62,27,11
,03/16/2009,03/18/2009,62,27,11
,03/15/2009,03/17/2009,61,28,11
,03/14/2009,03/16/2009,62,27,11
,03/13/2009,03/15/2009,61,28,11
,03/12/2009,03/14/2009,61,29,10
,03/11/2009,03/13/2009,61,28,11
,03/10/2009,03/12/2009,62,27,11
,03/09/2009,03/11/2009,63,27,10
,03/08/2009,03/10/2009,62,27,11
,03/07/2009,03/09/2009,62,26,12
,03/06/2009,03/08/2009,62,25,13
,03/05/2009,03/07/2009,62,26,12
,03/04/2009,03/06/2009,62,26,12
,03/03/2009,03/05/2009,62,28,10
,03/02/2009,03/04/2009,62,28,10
,03/01/2009,03/03/2009,61,28,11
,02/28/2009,03/02/2009,62,26,12
,02/27/2009,03/01/2009,63,25,12
,02/26/2009,02/28/2009,64,23,13
,02/25/2009,02/27/2009,67,21,12
,02/24/2009,02/26/2009,67,21,12
,02/23/2009,02/25/2009,65,21,14
,02/22/2009,02/24/2009,61,24,15
,02/21/2009,02/23/2009,59,25,16
,02/20/2009,02/22/2009,62,25,13
,02/18/2009,02/20/2009,63,24,13
,02/17/2009,02/19/2009,63,24,13
,02/16/2009,02/18/2009,62,25,13
,02/15/2009,02/17/2009,62,25,13
,02/14/2009,02/16/2009,62,25,13
,02/12/2009,02/15/2009,64,23,13
,02/11/2009,02/14/2009,66,21,13
,02/10/2009,02/12/2009,66,21,13
,02/09/2009,02/11/2009,64,21,15
,02/08/2009,02/10/2009,63,22,15
,02/07/2009,02/09/2009,63,23,14
,02/06/2009,02/08/2009,66,21,13
,02/05/2009,02/07/2009,64,22,14
,02/04/2009,02/06/2009,65,20,15
,02/03/2009,02/05/2009,63,21,16
,02/02/2009,02/04/2009,65,20,15
,02/01/2009,02/03/2009,65,20,15
,01/31/2009,02/02/2009,66,19,15
,01/30/2009,02/01/2009,66,19,15
,01/29/2009,01/31/2009,67,18,15
,01/28/2009,01/30/2009,67,17,16
,01/27/2009,01/29/2009,66,17,17
,01/26/2009,01/28/2009,64,17,19
,01/25/2009,01/27/2009,64,16,20
,01/24/2009,01/26/2009,65,15,20
,01/23/2009,01/25/2009,67,14,19
,01/22/2009,01/24/2009,69,13,18
,01/21/2009,01/23/2009,68,12,21
